title,authors,first_author_last_name,doi,journal,year,abstract,keywords,type,topic,focus,material_system,material_subclass,manufacturer,instrument,configuration,laser,analysis_mode,pulse_fraction_or_energy,detection_rate,pulse_rate,base_temperature
Suppressing Lithium Migration in a Carbon Fiber Negative Electrode During Atom Probe Tomography Analysis,"Johansen, Marcus; Singh, Mahander P.; Gault, Baptiste; Liu, Fang",Johansen,10.1093/mam/ozae058,Microscopy and Microanalysis,2024,"Carbon fibers can play dual roles, carrying mechanical load and hosting lithium (Li) simultaneously in multifunctional devices called structural batteries.","conductive coating, delithiation, multifunctional composites, structural batteries",Journal Article,Materials Science and Application Studies,Other,Composite Materials,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,1 nJ,0.5%,100 kHz,40–100 K
Atom Probe Tomography Investigation of Clustering in Model P2O5-Doped Borosilicate Glasses for Nuclear Waste Vitrification,"Klupś, Przemyslaw; Skerratt-Love, Katrina; Kruger, Albert A.; George, Jaime; Bell, Anthony Martin Thomas; Bingham, Paul A.; Moody, Michael P.; Bagot, Paul A.J.",Klupś,10.1093/mam/ozae059,Microscopy and Microanalysis,2024,"Atom probe tomography (APT) has been utilized to investigate the microstructure of two model borosilicate glasses designed to understand the solubility limits of phosphorous pentoxide (P2O5). This component is found in certain high-level radioactive defence wastes destined for vitrification, where phase separation can potentially lead to a number of issues relating to the processing of the glass and its long-term chemical and structural stability.","atom, borosilicate glass, probe, tomography, vitrified waste",Journal Article,Materials Science and Application Studies,Precipitation,Ceramics and Glasses,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Laser,200 pJ,0.085 atoms/nm3,200 kHz,45 K
Analysis of Water Ice in Nanoporous Copper Needles Using Cryo Atom Probe Tomography,"Tegg, Levi; Mccarroll, Ingrid E.; Kim, Se-Ho; Dubosq, Renelle; Woods, Eric V.; El-Zoka, Ayman A.; Gault, Baptiste; Cairney, Julie M.",Tegg,10.1093/mam/ozae062,Microscopy and Microanalysis,2024,"The application of atom probe tomography (APT) to frozen liquids is limited by difficulties in specimen preparation. Here, we report on the use of nanoporous Cu needles as a physical framework to hold water ice for investigation using APT.","atom probe tomography, cryo atom probe, ice, nanoporous metal",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,CAMECA,LEAP 5000 XS,Straight Flight Path,355 nm,Laser,50 pJ,0.01 ion/pulse,125 kHz,50 K
Testing Outlier Detection Algorithms for Identifying Early Stage Solute Clusters in Atom Probe Tomography,"Stroud, Ryan S.; Al-Saffar, Ayham; Carter, Megan; Moody, Michael P.; Pedrazzini, Stella; Wenman, Mark R.",Stroud,10.1093/mam/ozae076,Microscopy and Microanalysis,2024,"This paper presents a new approach to cluster detection in atom probe tomography (APT) data using the LUNAR and k-NN algorithms. The LUNAR algorithm is a density-based algorithm that uses a graph neural network to identify clusters, while the k-NN algorithm uses a k-nearest neighbors approach to identify clusters. The paper presents a comparison of the performance of the LUNAR and k-NN algorithms with the DBSCAN algorithm, which is a commonly used algorithm for cluster detection in APT data. The results show that the LUNAR and k-NN algorithms outperform the DBSCAN algorithm for cluster sizes above 30. The paper also presents a case study of the application of the LUNAR and k-NN algorithms to a real APT dataset.","atom probe tomography, clustering, early stage solute clusters, outlier detection, RPV steel, Cluster detection, LUNAR, k-NN, DBSCAN",Journal Article,Data Analysis and Quantification Methods,Cluster Detection,Metals and Alloys,,,,,,Laser,50 pJ,0.2%,200 kHz,50 K
Optimization of Parameters for Atom Probe Tomography Analysis of β-Tricalcium Phosphates,"Torkornoo, Selase; Bohner, Marc; Mccarroll, Ingrid; Gault, Baptiste",Torkornoo,10.1093/mam/ozae077,Microscopy and Microanalysis,2024,"The biocompatibility and resorption characteristics of β-tricalcium phosphate (β-TCP, Ca3(PO4)2) have made it a coveted alternative for bone grafts.","atom probe tomography, β-tricalcium phosphate (Ca3(PO4)2, β-TCP), chemical composition",Journal Article,Materials Science and Application Studies,Grain Boundaries and Interfaces,Biomaterials,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Laser,150 pJ,"5 ions detected per 1,000 pulses on average",200 kHz,60 K
Towards Establishing Best Practice in the Analysis of Hydrogen and Deuterium by Atom Probe Tomography,"Gault, Baptiste; Saksena, Aparna; Sauvage, Xavier; Bagot, Paul; Aota, Leonardo S.; Arlt, Jonas; Belkacemi, Lisa T.; Boll, Torben; Chen, Yi-Sheng; Daly, Luke; Djukic, Milos B.; Douglas, James O.; Duarte, Maria J.; Felfer, Peter J.; Forbes, Richard G.; Fu, Jing; Gardner, Hazel M.; Gemma, Ryota; Gerstl, Stephan S. A.; Gong, Yilun; Hachet, Guillaume; Jakob, Severin; Jenkins, Benjamin M.; Jones, Megan E.; Khanchandani, Heena; Kontis, Paraskevas; Krämer, Mathias; Kühbach, Markus; Marceau, Ross K. W.; Mayweg, David; Moore, Katie L.; Nallathambi, Varatharaja; Ott, Benedict C.; Poplawsky, Jonathan D.; Prosa, Ty; Pundt, Astrid; Saha, Mainak; Schwarz, Tim M.; Shang, Yuanyuan; Shen, Xiao; Vrellou, Maria; Yu, Yuan; Zhao, Yujun; Zhao, Huan; Zou, Bowen",Gault,10.1093/mam/ozae081,Microscopy and Microanalysis,2024,"Hydrogen embrittlement of twinning-induced plasticity (TWIP) steels is a critical issue in various industrial applications. In this study, we investigated the contribution of segregation to twin boundaries on the hydrogen embrittlement of TWIP steels using atom probe tomography (APT). Our results show that the segregation of solute atoms to twin boundaries significantly enhances the hydrogen embrittlement of TWIP steels. The segregation of solute atoms to twin boundaries leads to the formation of hydrogen-rich regions, which act as nucleation sites for hydrogen-induced cracking. Our findings provide new insights into the mechanisms of hydrogen embrittlement in TWIP steels and highlight the importance of segregation to twin boundaries in controlling the hydrogen embrittlement of TWIP steels.","hydrogen, deuterium, atom probe tomography, Hydrogen Analysis, Materials Science, Hydrogen embrittlement, Twinning-induced plasticity steels, Segregation",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,50 pJ,0.5%,200 kHz,50 K
"In Situ Focused Ion Beam Redeposition Surface Coatings for Site-Specific, Near-Surface Characterization by Atom Probe Tomography","Guerguis, Bavley; Cuduvally, Ramya; Arcuri, Gabriel; Pourbahari, Bita; Mcdermid, Joseph R.; Pawlowicz, Chris; Langelier, Brian; Bassim, Nabil",Guerguis,10.1093/mam/ozae126,Microscopy and Microanalysis,2024,"Atom probe tomography (APT) enables three-dimensional chemical mapping with near-atomic scale resolution. However, this method requires precise sample preparation, which is typically achieved using a focused ion beam (FIB) microscope. As the ion beam induces some degree of damage to the sample, it is necessary to apply a protective layer over the region of interest (ROI). Herein, the use of redeposition, a (frequently considered negative) side effect of FIB sputtering, is explored as a technique for targeted surface coatings in site-specific, near-surface APT investigations.","atom probe tomography, focused ion beam, in situ coating, sample preparation, semiconductor, boron dopant quantification, silicon, electric field strength",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,CAMECA,LEAP 5000 XS,Straight Flight Path,355 nm,Laser,20 pJ,0.5%,250 kHz,50 K
An Efficient Method for Preparing High-Quality Atom Probe Tomography Samples of Dual-Phase Ti Alloys,"Lu, Ruiqing; Theska, Felix; Lu, Shenglu; Wang, Hao; Qian, Ma; Primig, Sophie; Ringer, Simon P.; Liao, Xiaozhou",Lu,10.1093/mam/ozaf009,Microscopy and Microanalysis,2025,Preparing atom probe tomography (APT) samples of dual-phase Ti alloys can be challenging. The existing focused ion beam (FIB) lift-out method is time-consuming and requires intensive experience in the process.,"atom probe tomography, focus ion beam, sample preparation, titanium",Journal Article,Specimen Preparation and Experimental Methodology,FIB,Metals and Alloys,,CAMECA,Invizo 6000,Straight Flight Path,257.5 nm,Laser,600 pJ,0.5%,200 kHz,50 K
Strategies for Preparing and Analyzing Thin Passive Films With Atom Probe Tomography,"Kautz, Elizabeth J.; Yano, Kayla H.; Hartmann, Josephine C.; Gerard, Angela Y.; Taylor, Sandra D.; Scully, John R.; Schreiber, Daniel K.",Kautz,10.1093/mam/ozaf023,Microscopy and Microanalysis,2025,"Atom probe tomography (APT) is a powerful tool for generating 3D maps of elemental distributions resulting from oxidation and corrosion processes in both conventional and multiprincipal element alloys, offering near-atomic scale resolution. While APT is well-established for investigating buried interfaces, the analysis of nanoscale surface films formed during alloy passivation poses distinct challenges in terms of sample preparation and data collection across entire oxide films.","atom probe tomography, corrosion, multiprincipal element alloy, thin films, Thin Passive Films, Sample Preparation, Data Collection, Oxidation, Mg-based alloy, native oxide scale, high-resolution chemical and structural characterization",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,50 pJ,0.2%,125 kHz,45 K
A Reference Hydride Ratio Method for the Resolution of Al/Fe Peak Overlapping in Atom Probe Tomography Experiments,"Zakirov, Aidar; Le Bouar, Yann; Fossard, Frédéric; Lefebvre, Williams",Zakirov,10.1093/mam/ozaf030,Microscopy and Microanalysis,2025,Precise Fe concentration measurements are essential to understand the kinetics of precipitation and evolution of mechanical properties in Al-Fe alloys.,"Atom Probe Tomography, peak decomposition, aluminium alloys, hydrides",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Voltage,20%,0.3-0.5%,250 kHz,40 K
Mapping the Path to Cryogenic Atom Probe Tomography Analysis of Biomolecules,"Woods, Eric V.; Schwarz, Tim M.; Singh, Mahander P.; Zhang, Shuo; Kim, Se-Ho; El-Zoka, Ayman A.; Gremer, Lothar; Willbold, Dieter; Mccarroll, Ingrid; Gault, Baptiste",Woods,10.1093/mam/ozaf032,Microscopy and Microanalysis,2025,"To summarize, we have done a systematic study of model amino acids dissolved in pure water by APT. The CIR was introduced as an indicator of local electrostatic field conditions at the time of field evaporation for water-based samples, which appears repeatable across different atom probe systems, however the correlations between experimental conditions are neither direct nor straightforward as many parameters have an influence, to cite a few, the specimen’s length, diameter, composition, the laser pulse energies and repetition rate, or the acquisition mode.","APT, cryogenic, spectroscopy, tomography, water, Atom Probe Tomography, Amino Acids, Electrostatic Field, Field Evaporation, Cryo-atom probe tomography, Nanoporous copper, Water ice",Journal Article,Instrumentation and Technique Development,Other,Biomaterials,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Laser,40 pJ,0.5%,200 kHz,50 K
Scanning Transmission Electron Microscopy–Atom Probe Tomography Correlative Analysis for the Characterization of Solute-defect Interactions,"Chen, Siwei; Poplawsky, Jonathan D.; Zinkle, Steven J.; Boebinger, Matthew; Zhao, Yajie",Chen,10.1093/mam/ozaf039,Microscopy and Microanalysis,2025,Atom probe tomography (APT) and (scanning) transmission electron microscopy ((S)TEM) are complementary techniques that provide spatially resolved chemical and structural information at the atomic scale.,"atom probe tomography, chemical segregation, correlative analysis, dislocation loop, scanning transmission electron microscopy",Journal Article,Correlative and Multimodal Characterization,Other,Metals and Alloys,,,,,,Laser,50 pJ,0.5%,200 kHz,30 K
The Role of Laser Pulse Energy on Data Quality and Reconstruction of Olivine Atom Probe Tomography Data,"Dimitriou, Dimitrios; Reddy, Steven M.; Saxey, David W.; Fougerouse, Denis; Evans, Katy; Sun, Xiao; Rickard, William D. A.",Dimitriou,10.1093/mam/ozaf040,Microscopy and Microanalysis,2025,"The study of the structure and geochemistry of olivine crystal defects is important but difficult because of their nanometer size and the analytical limitations of most techniques. Laser-assisted atom probe tomography (APT) is capable of sub-nanometer resolution, quantitative geochemical analysis and 3D reconstruction of olivine defects, but optimal analytical conditions and data reconstruction strategies have not been sufficiently studied.","atom probe tomography, electric field, laser pulse energy, olivine, spatial reconstruction, common minerals",Journal Article,Materials Science and Application Studies,Other,Geological Materials,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,150 pJ,0.005 ions/pulse,200 kHz,60 K
Terahertz Atom Probe Tomography,"Vella, Angela; Houard, Jonathan; De Tullio, Matteo; Karam, Michella; Blum, Ivan; Ropitaux, Marc; Andersson, Martin; Eriksson, Gustav; Hideur, Ammar",Vella,10.1093/mam/ozaf048.130,Microscopy and Microanalysis,2026,"The use of ultrashort phenomena to trigger the field evaporation of the ion is mandatory in atomic probe tomography to perform time-of-flight mass spectrometry. Today, either laser or electric pulses are used depending on the material being analyzed, but their disadvantages are well known: laser pulses heat up the sample [1], while electric pulses produce ions with a large energy spread [2]. In this talk, we propose a newly developed instrument that uses a high-amplitude terahertz (THz) monocycle to trigger field evaporation. We will present the configuration based on two-color filamentation in air coupled with a custom APT, as shown in Figure 1. First results on metals show that there is neither ions energy spread nor sample temperature increase. The THz monocycle acts as an ultra-short electrical pulse [3-5]. Further tests have also been performed on pure silicon nanotips, where the thermal effects are visible and strongly dependent on the spectrum of the THz radiation. Finally, we analyzed nanotips made of sol-gel amorphous silica, which is chosen as matrix for bio-molecules embedding for future studies [6,8].","Terahertz, Atom Probe Tomography, Field Evaporation, Time-of-Flight Mass Spectrometry",Conference Proceeding,Instrumentation and Technique Development,Other,,,,,,,Voltage,N/A,N/A,N/A,N/A
Microstructural Analysis of TaAlN Nitride MAX Phases by Atom Probe Tomography,"Knipling, Keith; Katzer, D. Scott; Lock, Evgeniya",Knipling,10.1093/mam/ozaf048.144,Microscopy and Microanalysis,2025,"Nitride MAX phases are a promising class of functional materials for extreme-temperature applications due to their unique combination of thermal stability, oxidation resistance, and mechanical strength at high temperatures.","Atom Probe Tomography, MAX Phases, TaAlN, Nitride",Conference Proceeding,Materials Science and Application Studies,Other,Functional Materials,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Laser,50 pJ,0.5%,200 kHz,50 K
Analysis of Commercial Semiconductor Devices with Atom Probe Tomography,"Ulfig, Robert M.; Martin, Isabelle Y.; Chen, Yimeng; Rice, Katherine P.",Ulfig,10.1093/mam/ozaf048.146,Microscopy and Microanalysis,2025,Analysis of Commercial Semiconductor Devices with Atom Probe Tomography,"Atom Probe Tomography, Commercial Semiconductor Devices",Conference Proceeding,Materials Science and Application Studies,Other,Semiconductors,,CAMECA,LEAP 6000 XR,Reflectron Fitted,257.5 nm,Laser,257.5 nm,N/A,N/A,N/A
Irradiation Effects in Zirconium Nuclear Fuel Cladding Tubes Investigated by Atom Probe Tomography,"Mayweg, David; Eriksson, Johan; Andrén, Hans-Olof; Thuvander, Mattias",Mayweg,10.1093/mam/ozaf048.766,Microscopy and Microanalysis,2025,"In a light water nuclear reactor, uranium dioxide fuel pellets are contained inside long thin-walled tubes made of zirconium (Zr) alloys. The main reason for using Zr-alloys is the very low cross-section of Zr for thermal neutrons. In addition, they exhibit good resistance to water corrosion [1]. The neutron exposure results in significant irradiation damage during the lifetime (a few years) of the cladding tubes [2], with fluences reaching up to a few tens of dpa (displacements per atom). This results in irradiation growth and creep [3]. In many cases, the corrosion rate increases after a few years, a phenomenon called break-away corrosion, which also results in an increase in hydrogen pick-up and hydride formation [4]. In this work, cladding tubes from boiling water reactors have been studied using atom probe tomography (APT), a technique that can reveal microstructural changes on the nanometer level, with the aim of understanding the behavior of the various alloying elements and their impact on break-away corrosion.","Atom Probe Tomography, Zirconium Nuclear Fuel Cladding Tubes, Irradiation Effects, Break-Away Corrosion",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage and Laser,50 pJ,0.5%,200 kHz,50 K
Advancing Atom Probe Tomography of SrTiO3: Measurement Methodology and Impurity Detection Limits,"Rybak, Janina Malin; Arlt, Jonas; Gault, Baptiste; Volkert, Cynthia A.",Rybak,10.1093/mam/ozaf051,Microscopy and Microanalysis,2025,"This study establishes a robust APT methodology for nanoscale chemical analysis of strontium titanate. By applying thin metal coatings to STO specimens, high-yield APT measurements become feasible, since the coatings shield the material from strong electric fields and reduce field-induced mechanical stress and fracture.","atom probe tomography, detection limit, specimen fracture, strontium titanate, Nanoscale Chemical Analysis",Journal Article,Materials Science and Application Studies,Other,Ceramics and Glasses,,CAMECA,LEAP 6000 XR,Reflectron Fitted,257.5 nm,Laser,0.06-0.145 µJ,0.15-0.3 ions per 100 pulses,100 kHz,70-120 K
Look What You Made Me Glue: SEMGlu™ Enabled Alternative Cryogenic Sample Preparation Process for Cryogenic Atom Probe Tomography Studies,"Mulcahy, Neil; Douglas, James O.; Conroy, Michele Shelly",Mulcahy,10.1093/mam/ozaf063,Microscopy and Microanalysis,2025,Extensive efforts have been applied to develop workflows for sample preparation of specimens for atom probe tomography at cryogenic temperatures. This is primarily due to the difficulty involved in preparing site-specific lift-out samples at cryogenic temperatures without the assistance of the gas injection system (GIS) as using it under cryogenic conditions leads to nonuniform and difficult to control deposition.,"atom probe tomography, cryogenic, focused ion beam, sample preparation, SEMGlu",Journal Article,Specimen Preparation and Experimental Methodology,Other,,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Laser and Voltage,"30 pJ, 20%",0.5%,200 kHz,50 K
Atom Probe Tomography of Hydrated Biomacromolecules: Preliminary Results,"Zhang, Shuo; Aota, Leonardo Shoji; Singh, Mahander P.; Woods, Eric V.; Périer Jouet, Fantine; Schwarz, Tim M.; Gault, Baptiste",Zhang,10.1093/mam/ozaf075,Microscopy and Microanalysis,2025,"This paper presents preliminary results on the analysis of hydrated biological specimens using atom probe tomography (APT). The specimens were prepared using a cryo-focused ion beam (FIB) and analyzed using a LEAP 3000X HR instrument. The results show that the APT technique can be used to analyze hydrated biological specimens, but the analysis is challenging due to the complexity of the specimens and the limitations of the APT technique. The paper discusses the challenges and limitations of APT analysis of hydrated biological specimens and presents some preliminary results on the analysis of ferritin particles.","atom probe tomography, biomacromolecules, cryogenic, ferritin, hydrated biological specimens, ferritin particles, cryo-focused ion beam, LEAP 3000X HR, Serial lift-out, cryo-EM, molecular anatomy, whole organisms",Journal Article,Materials Science and Application Studies,Other,Biomaterials,,CAMECA,LEAP 5000 XS,Straight Flight Path,355 nm,Laser,40-120 pJ,0.5-0.7%,65-200 kHz,40 K
APT Calibrator: A Multifunctional C# Software Application for Reconstruction Calibration in Atom Probe Tomography,"Chen, Xinren; Li, Yue; Woods, Eric; Zhou, Xuyang; Gault, Baptiste",Chen,10.1093/mam/ozaf092,Microscopy and Microanalysis,2025,"In this work, we developed APT Calibrator, a user-friendly software suite with visualization tools that streamlines key calibration steps in atom probe tomography. Its core features include image compression factor (ICF) calibration, field factor (kf) calibration, pole-figure simulation and indexing, and a correlative dynamic reconstruction workflow.","atom probe tomography, crystallographic pole figure, dynamic reconstruction, image compression factor, Correlative reconstruction, Golden seeds",Journal Article,Data Reconstruction and Physical Modeling,Other,Metals and Alloys,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Voltage,15%,5 ions per 1000 pulses,200 kHz,50–70 K
Overcoming Challenges in Atom Probe Tomography of Carbonate Minerals: Application of In Situ Chromium Coatings for Improved Experiment Yield,"Dubosq, Renelle; Schwarz, Tim M.; Saksena, Aparna; Bakowsky, Christina; Gault, Baptiste",Dubosq,10.1093/mam/ozaf095,Microscopy and Microanalysis,2025,"Carbonate minerals such as calcite cover a significant portion of Earth’s ice-free land surface. Beyond their widespread distribution, they play a critical role in geological processes, including the global carbon cycle and various biogeochemical processes. Understanding the crystal chemistry of carbonates is therefore essential for advancing our knowledge of these systems. Atom probe tomography offers promising potential for revealing nanoscale chemical and isotopic processes in minerals; however, its application to carbonates remains technically challenging due to their poor thermal conductivity and absorption. In this study, we apply and adapt an in situ metallic coating technique and optimize atom probe tomography acquisition parameters for calcite. The results demonstrate that applying a Cr coating to calcite specimens significantly improves experimental yield and enhances mass resolution during atom probe analysis. Despite these improvements, the data do not yield stoichiometric proportions for calcite due to the post-ionization dissociation of CxOy molecules into neutrals.","atom probe tomography, calcite, chromium coating, mineral chemistry, Bone microstructure, Near-atomic scale",Journal Article,Materials Science and Application Studies,Other,Geological Materials,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Laser,50 pJ,0.5%,200 kHz,50 K
Atom Probe Tomography / Atomsondentomographie,"Felfer, P.; Stevenson, L.; Li, T.",Felfer,10.1016/j.pm.2018.06.001,Pract. Metallogr.,2018,"In the past two decades, atom probe tomography (APT) has become a method that is making significant impact on the field of materials science and recently, also beyond [1]. It is a combination of a microscope and a mass spectrometer, able to provide 3D data from a wide variety of solids at the atomic scale.","Atom Probe Tomography, Materials Science, Field Evaporation",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,Superalloys,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,20%,0.5%,200 kHz,50 K
Lift-out procedures for atom probe tomography targeting nanoscale features in core-shell nanowire heterostructures,"Padalkar, Sonal; Riley, James R.; Li, Qiming; Wang, George T.; Lauhon, Lincoln J.",Padalkar,10.1002/pssc.201300489,Physica Status Solidi C,2014,Focused ion beam (FIB) milling and lift-out was used to prepare atom probe tomography (APT) specimens from GaN-InGaN multi-quantum well (MQW) nanowire arrays.,"atom probe tomography, nanowire, GaN, FIB, micromanipulator",Journal Article,Instrumentation and Technique Development,Other,Semiconductors,,CAMECA,LEAP 4000X Si,Straight Flight Path,355 nm,Voltage,N/A,N/A,N/A,N/A
Resolving Iron(II) Sorption and Oxidative Growth on Hematite (001) Using Atom Probe Tomography,"Taylor, Sandra D.; Liu, Jia; Arey, Bruce W.; Schreiber, Daniel K.; Perea, Daniel E.; Rosso, Kevin M.",Taylor,10.1021/acs.jpcc.7b11989,The Journal of Physical Chemistry C,2018,Here we probed the autocatalytic interaction of aqueous Fe(II) with the hematite (001) surface using APT in an eﬀort to identify and characterize reaction fronts in 3D space at the nanoscale and to also assess APT as a means to probe elusive atom exchange fronts resulting from the interconversion of Fe(II)aq at Fe(III)-oxide surfaces.,"Atom Probe Tomography, Iron(II) Sorption, Oxidative Growth, Hematite (001), Fe(II) adsorption, hematite (001) surface, atom exchange fronts",Journal Article,Materials Science and Application Studies,Grain Boundaries and Interfaces,Metals and Alloys,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,40 pJ,0.003-0.005 ions per pulse,125 kHz,40 K
Combined use of small-angle neutron scattering and atom probe tomography for the analysis of precipitates in a Fe-15 m% Co-25 m% Mo alloy,"Eidenberger, Elisabeth; Stergar, Erich; Leitner, Harald; Staron, Peter; Spitaler, Jürgen; Ambrosch-Draxl, Claudia; Clemens, Helmut",Eidenberger,10.1007/s00339-009-5332-x,Applied Physics A,2009,Atom probe tomography (APT) measurements were conducted to analyze nm-sized precipitates in a Fe-25 m% Co-15 m% Mo model alloy.,"Atom probe tomography, Small-angle neutron scattering, Precipitates, Fe-Co-Mo alloy",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,,,,,Voltage,20%,0.5%,200 kHz,80 K
Numerical study of femtosecond laser-assisted atom probe tomography,"Silaeva, Elena P.; Shcheblanov, Nikolai S.; Itina, Tatiana E.; Vella, Alessandro; Houard, Julien; Sévelin-Radiguet, Nathalie; Vurpillot, François; Deconihout, Bruno",Silaeva,10.1007/s00339-012-7189-7,Applied Physics A,2013,"We investigate the mechanisms of a laser-assisted atom probe tomography technique. In this method, a sub-wavelength tip is subjected both to a very strong static electric field and to a femtosecond laser pulse. As a result, ions are ejected from the tip one by one. By using femtosecond lasers, one can analyze not only metals but also semiconductors and dielectric materials.","Atom probe tomography, Laser-assisted atom probe tomography, Femtosecond laser pulse, Silicon tip, Electric field, Carrier density, Recombination time",Journal Article,Data Reconstruction and Physical Modeling,Other,Semiconductors,,,,,,Laser,500 fs,N/A,N/A,80 K
Integrated textural and geochemical analysis of igneous zircon by atom probe tomography,"Foley, Michelle L.; Bloch, Elias M.; Gerstl, Stephan S.A.; Putlitz, Benita; Baumgartner, Lukas P.",Foley,10.1007/s00410-024-02166-5,Contributions to Mineralogy and Petrology,2024,"Mechanisms relating to growth and/or compositional modification of zircon occur at the atomic scale. For felsic igneous systems, processes responsible for growth patterns in zircon have previously remained elusive as the volume of material needed to analyze these compositional features using traditional in-situ methods is considerably larger than the typical sub-micron scale distribution of trace elements.","Zircon, Atom probe tomography, Crystal growth, Oscillation, Trace elements, Crustal anatexis, igneous zircon, minor elements",Journal Article,Materials Science and Application Studies,Other,Geological Materials,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,300 pJ,0.3 to 0.8 ions/100 pulses,125 kHz,50 K
Study of the Q0 (Q)-phase precipitation in Al–Mg–Si–Cu alloys by quantification of atomic-resolution transmission electron microscopy images and atom probe tomography,"Ding, Lipeng; Orekhov, Andrey; Weng, Yaoyao; Jia, Zhihong; Idrissi, Hosni; Schryvers, Dominique; Muraishi, Shiji; Hao, Longlong; Liu, Qing",Ding,10.1007/s10853-019-03427-6,Journal of Materials Science,2019,The precipitation mechanism of the Q phase in Al–Mg–Si–Cu alloys has long been the subject of ambiguity and debate since its metastable phase (Q0) has the same crystal structure and similar lattice parameters as its equilibrium counterparts.,"Al–Mg–Si–Cu alloys, Q0 (Q) phase, precipitation, atom probe tomography, transmission electron microscopy",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,,,,,Voltage,20%,0.5%,200 kHz,25 K
Precipitate number density determination in microalloyed steels by complementary atom probe tomography and matrix dissolution,"Weber, Louis; Webel, Johannes; Mücklich, Frank; Kraus, Tobias",Weber,10.1007/s10853-022-07398-z,Metals & Corrosion,2022,Particle number densities are a crucial parameter in the microstructure engineering of microalloyed steels. We introduce a new method to determine nanoscale precipitate number densities of macroscopic samples that is based on the matrix dissolution technique (MDT) and combine it with atom probe tomography (APT).,"Atom probe tomography, Matrix dissolution technique, Precipitate number density, Microalloyed steels",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,,,,,Voltage,15%,"3 ions per 1,000 pulses",200 kHz,60 K
Atom probe tomography of deuterium-charged Optimised ZIRLO,"Cairney, Julie M.; Huang, Siyu; Tegg, Levi; Aminorroaya Yamini, Sima; Mccarroll, Ingrid E.; Burr, Patrick A.",Cairney,10.1007/s10853-024-10346-8,Journal of Materials Science,2024,This study investigates the morphology and composition of hydrides in Optimized ZIRLO following electrochemical deuterium charging.,"Atom probe tomography, Deuterium charging, Optimized ZIRLO, Hydride formation",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,,,,,Laser,100 pJ,0.5%,200 kHz,50 K
Surface Segregation in Au–Ag Alloys Investigated by Atom Probe Tomography,"Gilis, Natalia; Jacobs, Luc; Barroo, Cédric; Visart De Bocarmé, Thierry",Gilis,10.1007/s11244-018-1040-0,Topics in Catalysis,2018,"In this work, we studied the segregation behaviours of both silver and gold in an Au-8.8 at.% Ag alloy under different conditions of gas exposures, temperature and treatment durations.","Gold, Silver, Alloys, Heterogeneous catalysis, Atom probe tomography, Surface segregation, Au-Ag alloy, segregation, gas exposures, temperature, treatment durations",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,,,,,Voltage,30%,0.5%,200 kHz,100 K
Effect of Stress on Spinodal Decomposition in Binary Alloys: Atomistic Modeling and Atom Probe Tomography,"Dahlstro¨M, Alexander; Danoux, Frederic; Hedstro¨M, Peter; Odqvist, Joakim; Zapolksy, Helena",Dahlstro¨M,10.1007/s11661-021-06467-3,Metallurgical and Materials Transactions A,2022,The effect of stress on spinodal decomposition in binary alloys is studied using atomistic modeling and atom probe tomography. The quasi-particle approach is used to model the spinodal decomposition of an elastically strained binary alloy at the atomic scale. The results are compared to experimental measurements on an Fe-35 at. pct Cr alloy.,"Spinodal decomposition, Binary alloys, Atomistic modeling, Atom probe tomography, Stress effects",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,,,,,Voltage,20%,0.5%,200 kHz,50 K
